"","CN","PLT_CN","PREV_TRE_CN","INVYR","CYCLE","STATECD","UNITCD","COUNTYCD","PLOT","SUCP","cycle_aw","SUBP","TREE","CONDID","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIACALC","DIAHTCD","HT","HTCD","AGENTCD","BHAGE","CCLCD","DECAYCD"
"13141",388709034489998,188783240020004,51626686020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,13,1,1,1,"122",11,7.5,7.5,1,29,2,NA,NA,4,NA
"13142",388709038489998,188783240020004,51626690020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,17,1,1,1,"122",11,14.9,14.9,1,55,1,NA,NA,3,NA
"13143",388709035489998,188783240020004,51626687020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,14,1,1,1,"122",11,9.7,9.7,1,61,1,NA,NA,3,NA
"13144",388709036489998,188783240020004,51626688020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,15,1,1,1,"122",11,10.3,10.3,1,47,1,NA,NA,3,NA
"13145",388709037489998,188783240020004,51626689020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,16,1,1,1,"202",10,7,7,1,35,1,NA,NA,4,NA
"13146",388709039489998,188783240020004,51626691020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,18,1,1,1,"15",12,4.6,4.6,1,27,1,NA,NA,4,NA
"13147",388709040489998,188783240020004,51626692020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,19,1,1,1,"15",12,2.4,2.4,1,16,1,NA,NA,4,NA
"13148",388709041489998,188783240020004,51626693020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,20,1,1,1,"122",11,3.8,3.8,1,18,1,NA,37,5,NA
"13149",388709042489998,188783240020004,NA,2015,"4",35,2,7,84042,"35_2_7_84042","3",3,21,1,NA,1,"15",12,5.4,5.4,1,33,1,NA,NA,4,NA
"13150",388709043489998,188783240020004,51626694020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,1,1,1,1,"122",11,10.2,10.2,1,58,1,NA,NA,3,NA
"13151",388709044489998,188783240020004,51626695020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,2,1,1,1,"122",11,10.5,10.5,1,53,1,NA,NA,3,NA
"13152",388709045489998,188783240020004,51626696020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,3,1,1,1,"122",11,10.2,10.2,1,56,1,NA,NA,3,NA
"13153",388709046489998,188783240020004,51626697020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,4,1,1,1,"202",10,8.7,8.7,1,42,1,NA,NA,4,NA
"13154",388709047489998,188783240020004,51626698020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,5,1,1,1,"122",11,14.8,14.8,1,60,1,NA,NA,3,NA
"13155",388709048489998,188783240020004,51626699020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,6,1,1,1,"122",11,10.3,10.3,1,54,1,NA,NA,3,NA
"13156",388709049489998,188783240020004,51626700020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,7,1,1,1,"122",11,12.2,12.2,1,55,1,NA,NA,3,NA
"13157",388709050489998,188783240020004,51626701020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,8,1,1,1,"15",12,5.9,5.9,1,32,1,NA,NA,4,NA
"13158",388709051489998,188783240020004,51626702020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,9,1,1,2,"122",11,8.6,8.6,1,55,2,70,NA,NA,3
"13159",388709052489998,188783240020004,51626703020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,10,1,1,2,"122",11,6.4,6.4,1,43,2,NA,NA,NA,3
"13160",388709053489998,188783240020004,51626704020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,11,1,1,1,"122",11,11.1,11.1,1,54,1,NA,77,3,NA
"13161",388709054489998,188783240020004,51626705020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,12,1,1,1,"122",11,9,9,1,52,1,NA,NA,3,NA
"13162",388709055489998,188783240020004,51626706020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,13,1,1,1,"122",11,13.8,13.8,1,57,1,NA,NA,3,NA
"13163",388709056489998,188783240020004,51626707020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,14,1,1,1,"122",11,7.4,7.4,1,43,1,NA,NA,4,NA
"13164",388709057489998,188783240020004,51626708020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,15,1,1,2,"122",11,5.5,5.5,1,41,2,NA,NA,NA,3
"13165",388709058489998,188783240020004,51626709020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,16,1,1,1,"122",11,9.5,9.5,1,51,1,NA,NA,3,NA
"13166",388709059489998,188783240020004,51626710020004,2015,"4",35,2,7,84042,"35_2_7_84042","3",4,17,1,1,1,"122",11,15.2,15.2,1,65,1,NA,NA,3,NA
"13167",388680430489998,188782411020004,51626089020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,2,1,1,1,"122",11,12.1,12.1,1,54,1,NA,88,3,NA
"13168",388680429489998,188782411020004,51626093020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,6,1,1,2,"202",10,9.5,9.5,1,52,1,10,NA,NA,1
"13169",388680434489998,188782411020004,51626095020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,8,1,1,2,"202",10,NA,6.5,1,NA,NA,NA,NA,NA,NA
"13170",388680431489998,188782411020004,51626090020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,3,1,1,1,"122",11,8,8,1,48,1,NA,77,3,NA
"13171",388680432489998,188782411020004,51626092020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,5,1,1,2,"202",10,12.1,12.1,1,55,2,10,NA,NA,2
"13172",388680433489998,188782411020004,51626094020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,7,1,1,2,"202",10,NA,6.5,1,NA,NA,NA,NA,NA,NA
"13173",388680435489998,188782411020004,51626096020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,9,1,1,2,"202",10,NA,7,1,NA,NA,NA,NA,NA,NA
"13174",388680436489998,188782411020004,51626097020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,10,1,1,1,"122",11,8.4,8.4,1,55,1,NA,NA,3,NA
"13175",388680437489998,188782411020004,51626100020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,13,1,1,1,"122",11,15.1,15.1,1,58,1,NA,88,3,NA
"13176",388680438489998,188782411020004,51626102020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,15,1,1,1,"202",10,9.6,9.6,1,49,1,NA,61,4,NA
"13177",388680439489998,188782411020004,51626103020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",1,16,1,1,1,"202",10,6.6,6.6,1,40,1,NA,49,4,NA
"13178",388680440489998,188782411020004,51626105020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",2,2,1,1,1,"202",10,13.3,13.3,1,59,1,NA,86,2,NA
"13179",388680441489998,188782411020004,51626106020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",2,3,1,1,1,"122",11,11.7,11.7,1,46,1,NA,82,3,NA
"13180",388680442489998,188782411020004,51626107020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",2,4,1,1,1,"122",11,8.2,8.2,1,38,2,NA,NA,4,NA
"13181",388680443489998,188782411020004,51626108020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",2,5,1,1,1,"122",11,9.2,9.2,1,45,1,NA,88,3,NA
"13182",388680444489998,188782411020004,51626109020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",2,6,1,1,1,"122",11,12.4,12.4,1,48,1,NA,76,3,NA
"13183",388680445489998,188782411020004,51626110020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,1,2,2,2,"122",11,NA,7.9,1,NA,NA,NA,NA,NA,NA
"13184",388680446489998,188782411020004,51626112020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,3,2,2,2,"122",11,10,10,1,45,2,NA,NA,NA,2
"13185",388680447489998,188782411020004,51626113020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,4,2,2,1,"122",11,12.8,12.8,1,52,1,NA,90,2,NA
"13186",388680448489998,188782411020004,51626114020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,5,2,2,2,"122",11,NA,9.9,1,NA,NA,NA,NA,NA,NA
"13187",388680449489998,188782411020004,51626115020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,6,2,2,2,"122",11,NA,9.2,1,NA,NA,NA,NA,NA,NA
"13188",388680450489998,188782411020004,51626116020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,7,2,2,2,"202",10,9.4,9.4,1,45,2,NA,NA,NA,2
"13189",388680451489998,188782411020004,51626117020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,8,2,2,2,"122",11,NA,10.8,1,NA,NA,NA,NA,NA,NA
"13190",388680452489998,188782411020004,51626118020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,9,2,2,1,"814",48,1.3,1.3,2,5,1,NA,NA,3,NA
"13191",388680453489998,188782411020004,NA,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,10,2,NA,1,"814",48,1.1,1.1,2,6,1,NA,NA,3,NA
"13192",388680454489998,188782411020004,NA,2015,"4",35,2,7,84202,"35_2_7_84202","3",3,11,2,NA,1,"814",48,1.1,1.1,2,4,1,NA,NA,3,NA
"13193",388680455489998,188782411020004,51626119020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,1,1,1,1,"202",10,8.6,8.6,1,50,1,NA,NA,4,NA
"13194",388680456489998,188782411020004,51626120020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,2,1,1,1,"202",10,10.6,10.6,1,55,1,NA,NA,3,NA
"13195",388680457489998,188782411020004,51626121020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,3,1,1,1,"202",10,13.2,13.2,1,62,1,NA,NA,3,NA
"13196",388680458489998,188782411020004,51626123020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,5,1,1,1,"202",10,10.7,10.7,1,53,1,NA,NA,3,NA
"13197",388680459489998,188782411020004,51626124020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,6,1,1,1,"202",10,9.6,9.6,1,55,1,NA,NA,3,NA
"13198",388680463489998,188782411020004,51626128020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,10,1,1,1,"66",23,6.1,6.1,2,29,1,NA,NA,4,NA
"13199",388680460489998,188782411020004,51626125020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,7,1,1,1,"202",10,7.6,7.6,1,50,1,NA,NA,4,NA
"13200",388680461489998,188782411020004,51626126020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,8,1,1,1,"202",10,9.4,9.4,1,53,1,NA,NA,4,NA
"13201",388680462489998,188782411020004,51626127020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,9,1,1,1,"202",10,10.2,10.2,1,55,1,NA,NA,4,NA
"13202",388680464489998,188782411020004,51626129020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,11,1,1,1,"202",10,6.7,6.7,1,40,1,NA,NA,4,NA
"13203",388680465489998,188782411020004,51626130020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,12,1,1,1,"66",23,5,5,2,28,1,NA,NA,4,NA
"13204",388680466489998,188782411020004,51626131020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,13,1,1,1,"202",10,11.1,11.1,1,59,1,NA,NA,3,NA
"13205",388680467489998,188782411020004,51626132020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,14,1,1,1,"202",10,12.1,12.1,1,63,1,NA,68,3,NA
"13206",388680468489998,188782411020004,51626133020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,15,1,1,1,"202",10,10.9,10.9,1,55,1,NA,NA,3,NA
"13207",388680469489998,188782411020004,51626134020004,2015,"4",35,2,7,84202,"35_2_7_84202","3",4,16,1,1,2,"202",10,NA,5,1,NA,NA,10,NA,NA,NA
"13208",388682314489998,188782484020004,51625896020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,1,1,1,2,"202",10,NA,8.1,1,NA,NA,NA,NA,NA,NA
"13209",388682315489998,188782484020004,51625897020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,2,1,1,2,"202",10,6.2,6.2,1,26,1,NA,NA,NA,2
"13210",388682316489998,188782484020004,51625898020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,3,1,1,1,"113",24,10.2,10.2,1,34,1,NA,150,3,NA
"13211",388682317489998,188782484020004,51625899020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,5,1,1,2,"202",10,6.1,6.1,1,25,1,50,NA,NA,1
"13212",388682318489998,188782484020004,51625900020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,6,1,1,2,"202",10,9.4,9.4,1,25,1,NA,NA,NA,2
"13213",388682319489998,188782484020004,51625901020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,7,1,1,2,"202",10,NA,8.9,1,NA,NA,NA,NA,NA,NA
"13214",388682320489998,188782484020004,51625902020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,8,1,1,1,"122",11,14.4,14.4,1,46,1,NA,248,2,NA
"13215",388682321489998,188782484020004,51625903020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,9,1,1,2,"15",12,13.3,13.3,1,33,1,NA,NA,NA,2
"13216",388682322489998,188782484020004,51625904020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,10,1,1,2,"202",10,11.3,11.3,1,37,1,NA,NA,NA,2
"13217",388682323489998,188782484020004,51625905020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,11,1,1,1,"113",24,9,9,1,28,1,NA,126,3,NA
"13218",388682324489998,188782484020004,51625906020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,12,1,1,2,"202",10,NA,6.4,1,NA,NA,NA,NA,NA,NA
"13219",388682325489998,188782484020004,51625907020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",1,20,1,1,1,"746",44,5.7,5.7,1,29,1,NA,62,3,NA
"13220",388682326489998,188782484020004,51625908020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,1,1,1,1,"202",10,7.3,7.3,1,26,1,NA,106,3,NA
"13221",388682327489998,188782484020004,51625909020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,2,1,1,1,"202",10,6.2,6.2,1,26,1,NA,NA,3,NA
"13222",388682328489998,188782484020004,51625910020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,3,1,1,2,"202",10,NA,5.1,1,NA,NA,NA,NA,NA,NA
"13223",388682329489998,188782484020004,51625911020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,4,1,1,1,"202",10,5.2,5.2,1,25,1,NA,NA,4,NA
"13224",388682330489998,188782484020004,51625912020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,5,1,1,1,"202",10,5.1,5.1,1,22,1,NA,NA,3,NA
"13225",388682331489998,188782484020004,51625913020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,6,1,1,1,"202",10,7.2,7.2,1,23,1,NA,NA,4,NA
"13226",388682332489998,188782484020004,51625914020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,7,1,1,1,"202",10,7.1,7.1,1,30,1,NA,NA,3,NA
"13227",388682333489998,188782484020004,51625915020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,8,1,1,1,"202",10,6.9,6.9,1,32,1,NA,104,3,NA
"13228",388682334489998,188782484020004,51625916020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,9,1,1,2,"202",10,5.6,5.6,1,27,1,NA,NA,NA,2
"13229",388682335489998,188782484020004,51625917020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,10,1,1,1,"202",10,7.4,7.4,1,30,1,NA,NA,3,NA
"13230",388682336489998,188782484020004,51625918020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,11,1,1,2,"202",10,NA,6.9,1,NA,NA,NA,NA,NA,NA
"13231",388682337489998,188782484020004,51625919020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,12,1,1,1,"202",10,7.5,7.5,1,28,1,NA,NA,3,NA
"13232",388682338489998,188782484020004,51625920020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,28,1,1,1,"202",10,5.3,5.3,1,30,1,NA,NA,3,NA
"13233",388682339489998,188782484020004,51625921020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,29,1,1,1,"122",11,6.2,6.2,1,32,1,NA,92,3,NA
"13234",388682340489998,188782484020004,51625922020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,30,1,1,2,"122",11,NA,2.5,1,NA,NA,50,NA,NA,NA
"13235",388682341489998,188782484020004,NA,2015,"4",35,2,7,85568,"35_2_7_85568","3",2,31,1,NA,1,"122",11,5.1,5.1,1,24,1,NA,NA,3,NA
"13236",388682342489998,188782484020004,51625925020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",3,3,1,1,1,"15",12,7.6,7.6,1,23,1,NA,98,5,NA
"13237",388682343489998,188782484020004,51625926020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",3,4,1,1,1,"113",24,11.4,11.4,1,34,1,NA,133,2,NA
"13238",388682344489998,188782484020004,51625927020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",3,5,1,1,1,"113",24,10.4,10.4,1,24,1,NA,NA,5,NA
"13239",388682345489998,188782484020004,51625928020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",3,6,1,1,1,"113",24,11.4,11.4,1,35,1,NA,NA,2,NA
"13240",388682346489998,188782484020004,51625929020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",3,7,1,1,2,"15",12,NA,11.2,1,NA,NA,NA,NA,NA,NA
"13241",388682347489998,188782484020004,51625930020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,1,1,1,1,"113",24,14.3,14.3,1,40,1,NA,82,2,NA
"13242",388682348489998,188782484020004,51625931020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,2,1,1,1,"113",24,6.3,6.3,1,26,1,NA,91,3,NA
"13243",388682349489998,188782484020004,51625932020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,3,1,1,2,"15",12,8,8,1,28,1,50,NA,NA,1
"13244",388682350489998,188782484020004,51625933020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,4,1,1,1,"15",12,10,10,1,25,1,NA,163,3,NA
"13245",388682351489998,188782484020004,51625934020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,5,1,1,2,"15",12,NA,5,1,NA,NA,NA,NA,NA,NA
"13246",388682352489998,188782484020004,51625935020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,6,1,1,2,"15",12,NA,7.5,1,NA,NA,NA,NA,NA,NA
"13247",388682353489998,188782484020004,51625936020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,7,1,1,2,"122",11,9.8,9.8,1,36,2,NA,NA,NA,3
"13248",388682354489998,188782484020004,51625938020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,9,1,1,1,"122",11,8,8,1,29,1,NA,81,3,NA
"13249",388682355489998,188782484020004,51625939020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,10,1,1,1,"113",24,11.1,11.1,1,34,1,NA,NA,2,NA
"13250",388682356489998,188782484020004,51625940020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,11,1,1,2,"15",12,6.2,6.2,1,22,1,NA,NA,NA,1
"13251",388682357489998,188782484020004,51625941020004,2015,"4",35,2,7,85568,"35_2_7_85568","3",4,14,1,1,1,"202",10,2,2,1,9,1,NA,NA,4,NA
"13252",388678848489998,188782336020004,51625513020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,1,1,1,1,"122",11,7.7,7.7,1,25,1,NA,85,3,NA
"13253",388678849489998,188782336020004,51625514020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,2,1,1,1,"66",23,12.5,12.5,2,25,1,NA,NA,3,NA
"13254",388678850489998,188782336020004,51625515020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,3,1,1,1,"122",11,9.8,9.8,1,30,1,NA,82,3,NA
"13255",388678851489998,188782336020004,51625516020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,4,1,1,1,"122",11,9.2,9.2,1,30,1,NA,NA,3,NA
"13256",388678852489998,188782336020004,51625517020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,5,1,1,1,"66",23,6.8,6.8,2,14,1,NA,NA,4,NA
"13257",388678853489998,188782336020004,51625518020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,6,1,1,1,"122",11,10.5,10.5,1,30,1,NA,NA,3,NA
"13258",388678854489998,188782336020004,51625519020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,7,1,1,1,"66",23,12.3,12.3,2,25,1,NA,NA,3,NA
"13259",388678855489998,188782336020004,51625520020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,8,1,1,1,"106",23,8.7,8.7,2,18,1,NA,NA,4,NA
"13260",388678856489998,188782336020004,51625521020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,9,1,1,1,"202",10,11.1,11.1,1,38,1,NA,60,2,NA
"13261",388678857489998,188782336020004,51625522020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,10,1,1,1,"106",23,4.7,4.7,2,16,1,NA,NA,4,NA
"13262",388678858489998,188782336020004,NA,2015,"4",35,2,7,87079,"35_2_7_87079","3",1,11,1,NA,1,"106",23,5.2,5.2,2,17,1,NA,NA,4,NA
"13263",388678859489998,188782336020004,51625523020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,1,1,1,1,"122",11,8.3,8.3,1,40,1,NA,NA,3,NA
"13264",388678860489998,188782336020004,51625524020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,2,1,1,1,"66",23,7.1,7.1,2,31,1,NA,NA,4,NA
"13265",388678861489998,188782336020004,51625525020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,3,1,1,1,"202",10,6.3,6.3,1,36,1,NA,58,3,NA
"13266",388678862489998,188782336020004,51625526020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,4,1,1,1,"122",11,5.8,5.8,1,30,1,NA,NA,4,NA
"13267",388678863489998,188782336020004,51625527020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,5,1,1,1,"122",11,9.2,9.2,1,41,1,NA,NA,3,NA
"13268",388678864489998,188782336020004,51625528020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,6,1,1,1,"122",11,9.1,9.1,1,37,1,NA,NA,3,NA
"13269",388678866489998,188782336020004,51625529020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,7,1,1,1,"122",11,7.6,7.6,1,36,1,NA,NA,3,NA
"13270",388678867489998,188782336020004,51625530020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,8,1,1,1,"122",11,8.5,8.5,1,40,1,NA,NA,3,NA
"13271",388678868489998,188782336020004,51625531020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,9,1,1,1,"122",11,8.7,8.7,1,41,1,NA,74,3,NA
"13272",388678865489998,188782336020004,51625532020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,10,1,1,1,"122",11,5.9,5.9,1,33,1,NA,NA,4,NA
"13273",388678869489998,188782336020004,51625533020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,11,1,1,2,"122",11,NA,5.1,1,NA,NA,NA,NA,NA,NA
"13274",388678873489998,188782336020004,51625537020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,15,1,1,1,"122",11,7.4,7.4,1,40,1,NA,NA,3,NA
"13275",388678870489998,188782336020004,51625534020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,12,1,1,1,"122",11,8.1,8.1,1,38,1,NA,NA,4,NA
"13276",388678871489998,188782336020004,51625535020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,13,1,1,1,"122",11,7.5,7.5,1,40,1,NA,NA,3,NA
"13277",388678872489998,188782336020004,51625536020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,14,1,1,2,"122",11,NA,6.5,1,NA,NA,NA,NA,NA,NA
"13278",388678874489998,188782336020004,51625538020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,16,1,1,2,"122",11,NA,6.7,1,NA,NA,NA,NA,NA,NA
"13279",388678875489998,188782336020004,51625539020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,17,1,1,2,"122",11,5.5,5.5,1,26,1,10,NA,NA,1
"13280",388678876489998,188782336020004,NA,2015,"4",35,2,7,87079,"35_2_7_87079","3",2,18,1,NA,1,"202",10,5.2,5.2,1,29,1,NA,NA,4,NA
"13281",388678877489998,188782336020004,51625540020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,1,1,1,2,"122",11,NA,6.4,1,NA,NA,NA,NA,NA,NA
"13282",388678878489998,188782336020004,51625541020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,2,1,1,1,"122",11,8.9,8.9,1,35,1,NA,NA,3,NA
"13283",388678879489998,188782336020004,51625542020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,3,1,1,1,"66",23,16.3,16.3,2,30,1,NA,NA,2,NA
"13284",388678880489998,188782336020004,51625543020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,4,1,1,1,"66",23,9.2,9.2,2,18,1,NA,NA,3,NA
"13285",388678881489998,188782336020004,51625544020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,5,1,1,1,"122",11,6.2,6.2,1,24,1,NA,NA,4,NA
"13286",388678882489998,188782336020004,51625545020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,6,1,1,1,"122",11,10.6,10.6,1,33,1,NA,NA,3,NA
"13287",388678883489998,188782336020004,51625546020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,7,1,1,1,"122",11,7.6,7.6,1,25,1,NA,NA,4,NA
"13288",388678884489998,188782336020004,51625547020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,8,1,1,1,"122",11,11.8,11.8,1,36,1,NA,NA,3,NA
"13289",388678885489998,188782336020004,51625548020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,9,1,1,1,"122",11,8.9,8.9,1,36,1,NA,NA,3,NA
"13290",388678886489998,188782336020004,51625549020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,10,1,1,2,"814",48,NA,1.6,2,NA,NA,60,NA,NA,NA
"13291",388678887489998,188782336020004,51625550020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",3,11,1,1,1,"814",48,2.8,2.8,2,10,1,NA,NA,4,NA
"13292",388678888489998,188782336020004,51625551020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",4,1,1,1,1,"106",23,7.2,7.2,2,14,1,NA,NA,3,NA
"13293",388678889489998,188782336020004,51625552020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",4,2,1,1,1,"106",23,9.4,9.4,2,20,1,NA,NA,3,NA
"13294",388678890489998,188782336020004,51625553020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",4,3,1,1,1,"66",23,8.2,8.2,2,13,1,NA,NA,3,NA
"13295",388678891489998,188782336020004,51625554020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",4,4,1,1,2,"122",11,11.8,11.8,1,38,2,NA,NA,NA,3
"13296",388678892489998,188782336020004,51625555020004,2015,"4",35,2,7,87079,"35_2_7_87079","3",4,5,1,1,1,"202",10,9.6,9.6,1,37,1,NA,NA,2,NA
