"","CN","PLT_CN","PREV_TRE_CN","INVYR","CYCLE","STATECD","UNITCD","COUNTYCD","PLOT","SUCP","cycle_aw","SUBP","TREE","CONDID","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIACALC","DIAHTCD","HT","HTCD","AGENTCD","BHAGE","CCLCD","DECAYCD"
"1946",51619747020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,4,1,NA,1,"202",10,5.5,5.5,1,32,1,NA,74,4,NA
"1947",51619748020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,5,1,NA,1,"15",12,6.2,6.2,1,28,1,NA,NA,4,NA
"1948",51619749020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,6,1,NA,1,"15",12,13.2,13.2,1,48,1,NA,NA,3,NA
"1949",51619750020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,7,1,NA,1,"66",23,5.4,5.4,2,11,1,NA,NA,3,NA
"1950",51619751020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,8,1,NA,1,"814",48,2.3,2.3,2,11,1,NA,NA,5,NA
"1951",51619752020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,9,1,NA,1,"814",48,2.9,2.9,2,9,1,NA,NA,4,NA
"1952",51619753020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,10,1,NA,1,"814",48,3.7,3.7,2,13,1,NA,NA,4,NA
"1953",51619754020004,39634896010690,NA,2005,"3",35,3,3,89927,"35_3_3_89927","2",4,11,1,NA,1,"814",48,2.4,2.4,2,7,1,NA,NA,4,NA
"1954",51621810020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,2,1,NA,1,"106",23,6.1,6.1,2,21,1,NA,NA,4,NA
"1955",51621815020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,7,1,NA,1,"106",23,6.8,6.8,2,20,1,NA,NA,4,NA
"1956",51621812020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,4,1,NA,1,"122",11,7.7,7.7,1,26,1,NA,54,3,NA
"1957",51621814020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,6,1,NA,1,"106",23,12.1,12.1,2,22,1,NA,NA,5,NA
"1958",51621817020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,9,1,NA,1,"106",23,5.4,5.4,2,15,1,NA,NA,4,NA
"1959",51621818020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,10,1,NA,1,"106",23,2.6,2.6,2,14,1,NA,NA,4,NA
"1960",51621819020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,11,1,NA,1,"106",23,3.6,3.6,2,19,1,NA,NA,4,NA
"1961",51621820020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,12,1,NA,1,"106",23,2.8,2.8,2,11,1,NA,NA,5,NA
"1962",51621821020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",1,13,1,NA,1,"122",11,3.9,3.9,1,14,1,NA,52,4,NA
"1963",51621822020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,1,1,NA,1,"63",23,27.6,27.6,2,25,1,NA,NA,3,NA
"1964",51621823020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,2,1,NA,1,"106",23,6.6,6.6,2,20,1,NA,NA,4,NA
"1965",51621824020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,3,1,NA,1,"63",23,9.7,9.7,2,17,1,NA,NA,4,NA
"1966",51621825020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,4,1,NA,1,"106",23,10.1,10.1,2,25,1,NA,NA,3,NA
"1967",51621826020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,5,1,NA,1,"106",23,5.2,5.2,2,13,1,NA,NA,4,NA
"1968",51621827020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,6,1,NA,1,"106",23,5.9,5.9,2,18,1,NA,NA,4,NA
"1969",51621828020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,7,1,NA,2,"122",11,15,15,1,33,1,70,NA,NA,3
"1970",51621829020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,8,1,NA,1,"63",23,6.3,6.3,2,16,1,NA,NA,4,NA
"1971",51621830020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,9,1,NA,2,"63",23,7.7,7.7,2,14,1,70,NA,NA,4
"1972",51621831020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,10,1,NA,1,"106",23,6.1,6.1,2,21,1,NA,NA,4,NA
"1973",51621832020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,11,1,NA,1,"106",23,7.5,7.5,2,22,1,NA,NA,3,NA
"1974",51621833020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,12,1,NA,2,"106",23,5.2,5.2,2,10,1,10,NA,NA,2
"1975",51621834020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,13,1,NA,1,"106",23,5.6,5.6,2,28,1,NA,NA,4,NA
"1976",51621835020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",2,14,1,NA,1,"106",23,5.2,5.2,2,18,1,NA,NA,4,NA
"1977",51621836020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,1,1,NA,1,"106",23,5.7,5.7,2,19,1,NA,NA,4,NA
"1978",51621837020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,2,1,NA,1,"106",23,5.4,5.4,2,21,1,NA,NA,4,NA
"1979",51621839020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,4,1,NA,1,"122",11,8,8,1,26,1,NA,NA,3,NA
"1980",51621840020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,5,1,NA,1,"63",23,7.1,7.1,2,16,1,NA,NA,4,NA
"1981",51621841020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,6,1,NA,1,"106",23,8.3,8.3,2,22,1,NA,NA,3,NA
"1982",51621843020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,8,1,NA,2,"122",11,12,12,1,31,1,10,NA,NA,3
"1983",51621844020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,9,1,NA,1,"106",23,5.3,5.3,2,16,1,NA,NA,4,NA
"1984",51621845020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,10,1,NA,1,"63",23,24.8,24.8,2,19,1,NA,NA,4,NA
"1985",51621847020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,12,1,NA,1,"106",23,6.1,6.1,2,24,1,NA,NA,3,NA
"1986",51621848020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,13,1,NA,1,"106",23,8.5,8.5,2,25,1,NA,NA,3,NA
"1987",51621849020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,14,1,NA,1,"106",23,7.9,7.9,2,25,1,NA,NA,3,NA
"1988",51621850020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,15,1,NA,1,"63",23,23.2,23.2,2,18,1,NA,NA,4,NA
"1989",51621851020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,16,1,NA,1,"106",23,5.8,5.8,2,21,1,NA,NA,4,NA
"1990",51621852020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,17,1,NA,1,"106",23,5.3,5.3,2,19,1,NA,NA,4,NA
"1991",51621853020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",3,18,1,NA,1,"106",23,7.3,7.3,2,23,1,NA,NA,4,NA
"1992",51621854020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,1,1,NA,1,"63",23,12.8,12.8,2,16,1,NA,NA,4,NA
"1993",51621855020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,2,1,NA,1,"106",23,5.9,5.9,2,24,1,NA,NA,3,NA
"1994",51621856020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,3,1,NA,1,"106",23,6,6,2,21,1,NA,NA,4,NA
"1995",51621857020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,4,1,NA,1,"63",23,5.7,5.7,2,12,1,NA,NA,4,NA
"1996",51621858020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,5,1,NA,1,"106",23,5.6,5.6,2,21,1,NA,NA,3,NA
"1997",51621859020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,6,1,NA,2,"106",23,6.6,6.6,2,19,1,50,NA,NA,2
"1998",51621861020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,8,1,NA,1,"106",23,5.5,5.5,2,16,1,NA,NA,4,NA
"1999",51621862020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,9,1,NA,1,"63",23,14.6,14.6,2,24,1,NA,NA,3,NA
"2000",51621863020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,10,1,NA,2,"63",23,12.1,12.1,2,14,1,70,NA,NA,4
"2001",51621864020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,11,1,NA,1,"63",23,13.7,13.7,2,24,1,NA,NA,3,NA
"2002",51621866020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,13,1,NA,1,"106",23,3.6,3.6,2,10,1,NA,NA,4,NA
"2003",51621867020004,39634953010690,NA,2005,"3",35,3,3,91459,"35_3_3_91459","2",4,14,1,NA,1,"63",23,3,3,2,10,1,NA,NA,4,NA
"2004",51618616020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,1,1,NA,1,"122",11,6.5,6.5,1,34,1,NA,42,4,NA
"2005",51618617020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,2,1,NA,1,"122",11,13.4,13.4,1,51,1,NA,NA,4,NA
"2006",51618618020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,3,1,NA,1,"122",11,18.1,18.1,1,77,1,NA,143,3,NA
"2007",51618619020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,4,1,NA,1,"814",48,5.6,5.6,2,18,1,NA,NA,4,NA
"2008",51618620020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,5,1,NA,1,"122",11,8,8,1,29,1,NA,NA,4,NA
"2009",51618621020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,6,1,NA,1,"122",11,15.7,15.7,1,52,1,NA,88,3,NA
"2010",51618622020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",1,7,1,NA,1,"122",11,2.7,2.7,1,13,1,NA,NA,5,NA
"2011",51618623020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",2,1,1,NA,1,"122",11,9.8,9.8,1,44,1,NA,NA,4,NA
"2012",51618624020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",2,2,1,NA,1,"122",11,7.7,7.7,1,36,1,NA,44,4,NA
"2013",51618625020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",2,3,1,NA,1,"122",11,23.2,23.2,1,71,1,NA,162,2,NA
"2014",51618626020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",2,4,1,NA,2,"63",23,14.3,14.3,2,17,2,60,NA,NA,3
"2015",51618627020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",2,5,1,NA,1,"122",11,12.8,12.8,1,41,1,NA,60,4,NA
"2016",51618628020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",3,1,1,NA,1,"122",11,19.2,19.2,1,72,1,NA,NA,3,NA
"2017",51618629020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",3,2,1,NA,1,"122",11,8.7,8.7,1,38,1,NA,NA,4,NA
"2018",51618630020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",3,3,1,NA,1,"122",11,16,16,1,75,1,NA,NA,3,NA
"2019",51618631020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",3,4,1,NA,1,"122",11,5.7,5.7,1,33,3,NA,NA,5,NA
"2020",51618632020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",3,5,1,NA,1,"122",11,15.1,15.1,1,84,1,NA,NA,3,NA
"2021",51618633020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",3,6,1,NA,1,"814",48,2.5,2.5,2,9,1,NA,NA,5,NA
"2022",51618634020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",4,1,1,NA,1,"814",48,5.7,5.7,2,17,1,NA,NA,4,NA
"2023",51618635020004,39634866010690,NA,2005,"3",35,3,3,91736,"35_3_3_91736","2",4,2,1,NA,1,"106",23,1.2,1.2,2,6,1,NA,NA,4,NA
"2024",51619902020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,1,1,NA,1,"122",11,5,5,1,23,1,NA,49,4,NA
"2025",51619903020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,2,1,NA,1,"122",11,8.5,8.5,1,38,1,NA,NA,3,NA
"2026",51619904020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,3,1,NA,1,"122",11,5,5,1,26,1,NA,NA,4,NA
"2027",51619905020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,4,1,NA,1,"122",11,6.9,6.9,1,34,1,NA,NA,4,NA
"2028",51619906020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,5,1,NA,1,"122",11,9.4,9.4,1,37,1,NA,66,3,NA
"2029",51619907020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,6,1,NA,1,"814",48,10.8,10.8,2,23,1,NA,NA,4,NA
"2030",51619908020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,7,1,NA,1,"122",11,6.2,6.2,1,33,1,NA,NA,3,NA
"2031",51619909020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,8,1,NA,1,"122",11,8.7,8.7,1,35,1,NA,NA,3,NA
"2032",51619910020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,9,1,NA,1,"122",11,6,6,1,22,1,NA,NA,4,NA
"2033",51619911020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,10,1,NA,1,"122",11,6.3,6.3,1,26,1,NA,NA,4,NA
"2034",51619912020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,11,1,NA,1,"122",11,7.7,7.7,1,34,1,NA,NA,3,NA
"2035",51619913020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,12,1,NA,1,"122",11,4.3,4.3,1,21,1,NA,45,4,NA
"2036",51619914020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,13,1,NA,1,"122",11,3.8,3.8,1,24,1,NA,NA,4,NA
"2037",51619915020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",1,14,1,NA,1,"122",11,3,3,1,23,1,NA,NA,5,NA
"2038",51619916020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,1,1,NA,1,"122",11,7.8,7.8,1,29,1,NA,NA,4,NA
"2039",51619917020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,2,1,NA,1,"122",11,9.1,9.1,1,40,1,NA,NA,4,NA
"2040",51619918020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,3,1,NA,1,"122",11,5.2,5.2,1,27,1,NA,NA,5,NA
"2041",51619919020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,4,1,NA,1,"122",11,7,7,1,39,1,NA,NA,4,NA
"2042",51619920020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,5,1,NA,1,"122",11,10.2,10.2,1,42,1,NA,NA,3,NA
"2043",51619924020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,9,1,NA,1,"122",11,9.2,9.2,1,33,1,NA,NA,4,NA
"2044",51619921020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,6,1,NA,1,"122",11,11.1,11.1,1,43,1,NA,NA,3,NA
"2045",51619922020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,7,1,NA,1,"122",11,8,8,1,39,1,NA,NA,4,NA
"2046",51619923020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,8,1,NA,1,"122",11,8.8,8.8,1,44,1,NA,NA,3,NA
"2047",51619925020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,10,1,NA,1,"122",11,9.8,9.8,1,44,1,NA,NA,3,NA
"2048",51619926020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,11,1,NA,1,"63",23,7.8,7.8,2,12,1,NA,NA,4,NA
"2049",51619927020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,12,1,NA,1,"122",11,5.1,5.1,1,20,1,NA,NA,3,NA
"2050",51619928020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,13,1,NA,1,"122",11,5.6,5.6,1,21,1,NA,NA,3,NA
"2051",51619929020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",2,14,1,NA,1,"122",11,12.5,12.5,1,43,1,NA,92,3,NA
"2052",51619930020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,1,1,NA,1,"122",11,24.3,24.3,1,61,1,NA,225,3,NA
"2053",51619931020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,2,1,NA,1,"63",23,28.6,28.6,2,38,1,NA,NA,4,NA
"2054",51619932020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,3,1,NA,1,"122",11,13.2,13.2,1,46,1,NA,115,4,NA
"2055",51619933020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,4,1,NA,1,"106",23,6,6,2,20,1,NA,NA,5,NA
"2056",51619934020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,5,1,NA,1,"202",10,7.4,7.4,1,34,1,NA,52,4,NA
"2057",51619935020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,6,1,NA,1,"122",11,8.5,8.5,1,40,1,NA,NA,3,NA
"2058",51619936020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,7,1,NA,1,"63",23,6.4,6.4,2,11,1,NA,NA,5,NA
"2059",51619937020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,8,1,NA,1,"106",23,5.9,5.9,2,28,1,NA,NA,3,NA
"2060",51619938020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",3,9,1,NA,1,"63",23,29.7,29.7,2,26,1,NA,NA,4,NA
"2061",51619940020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",4,1,1,NA,1,"122",11,6.5,6.5,1,29,1,NA,NA,4,NA
"2062",51619941020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",4,2,1,NA,1,"122",11,6.7,6.7,1,23,1,NA,NA,4,NA
"2063",51619942020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",4,3,1,NA,1,"122",11,27.1,27.1,1,84,1,NA,300,3,NA
"2064",51619943020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",4,4,1,NA,1,"122",11,5.8,5.8,1,22,1,NA,NA,4,NA
"2065",51619944020004,39634901010690,NA,2005,"3",35,3,3,91954,"35_3_3_91954","2",4,5,1,NA,1,"122",11,7,7,1,31,1,NA,NA,4,NA
"2066",51619226020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,2,1,NA,2,"63",23,8.7,8.7,2,9,1,NA,NA,NA,3
"2067",51619227020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,3,1,NA,1,"106",23,16.5,16.5,2,35,1,NA,NA,2,NA
"2068",51619228020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,4,1,NA,1,"106",23,7.6,7.6,2,27,1,NA,NA,4,NA
"2069",51619229020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,5,1,NA,1,"106",23,9.4,9.4,2,24,1,NA,NA,4,NA
"2070",51619230020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,6,1,NA,1,"106",23,6.7,6.7,2,26,1,NA,NA,3,NA
"2071",51619235020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,11,1,NA,1,"106",23,15.4,15.4,2,35,1,NA,NA,2,NA
"2072",51619232020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,8,1,NA,1,"106",23,9.6,9.6,2,31,1,NA,NA,3,NA
"2073",51619233020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,9,1,NA,2,"63",23,23.8,23.8,2,19,1,NA,NA,NA,3
"2074",51619234020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,10,1,NA,1,"106",23,7.8,7.8,2,21,1,NA,NA,3,NA
"2075",51619236020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,12,1,NA,1,"106",23,8.7,8.7,2,27,1,NA,NA,4,NA
"2076",51619237020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",1,13,1,NA,1,"106",23,4,4,2,14,1,NA,NA,5,NA
"2077",51619238020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",2,1,1,NA,1,"106",23,7.5,7.5,2,23,1,NA,NA,3,NA
"2078",51619239020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",2,2,1,NA,1,"106",23,7.4,7.4,2,24,1,NA,NA,3,NA
"2079",51619240020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",2,3,1,NA,1,"122",11,13.4,13.4,1,40,1,NA,83,2,NA
"2080",51619241020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",2,4,1,NA,1,"63",23,17.3,17.3,2,21,1,NA,NA,3,NA
"2081",51619242020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",2,5,1,NA,1,"106",23,5.4,5.4,2,20,1,NA,NA,4,NA
"2082",51619243020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",2,6,1,NA,1,"106",23,12.4,12.4,2,30,1,NA,NA,2,NA
"2083",51619244020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",3,1,2,NA,1,"122",11,20,20,1,70,1,NA,210,3,NA
"2084",51619245020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",3,2,2,NA,1,"122",11,5.7,5.7,1,27,1,NA,67,3,NA
"2085",51619246020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",3,3,2,NA,1,"63",23,22,22,2,22,1,NA,NA,4,NA
"2086",51619247020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",3,4,2,NA,1,"122",11,21.9,21.9,1,85,1,NA,211,2,NA
"2087",51619251020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",4,4,1,NA,1,"106",23,19.8,19.8,2,34,1,NA,NA,3,NA
"2088",51619252020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",4,5,1,NA,1,"106",23,13.4,13.4,2,32,1,NA,NA,3,NA
"2089",51619253020004,39634881010690,NA,2005,"3",35,3,3,92156,"35_3_3_92156","2",4,6,1,NA,1,"106",23,1.5,1.5,2,5,1,NA,NA,4,NA
"2090",51620099020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,1,1,NA,1,"106",23,8,8,2,22,1,NA,NA,3,NA
"2091",51620100020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,2,1,NA,1,"122",11,14.2,14.2,1,45,1,NA,70,2,NA
"2092",51620101020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,3,1,NA,1,"122",11,8.5,8.5,1,31,1,NA,63,3,NA
"2093",51620102020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,4,1,NA,1,"106",23,7.1,7.1,2,22,1,NA,NA,3,NA
"2094",51620103020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,5,1,NA,1,"122",11,5.9,5.9,1,26,1,NA,51,3,NA
"2095",51620104020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,6,1,NA,1,"122",11,16,16,1,48,1,NA,109,2,NA
"2096",51620105020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,7,1,NA,1,"122",11,5.8,5.8,1,24,1,NA,NA,4,NA
"2097",51620106020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",1,9,1,NA,1,"122",11,3.1,3.1,1,12,1,NA,31,3,NA
"2098",51620107020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",2,1,1,NA,1,"122",11,8.6,8.6,1,46,1,NA,NA,3,NA
"2099",51620108020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",2,2,1,NA,1,"122",11,6.3,6.3,1,23,1,NA,NA,4,NA
"2100",51620109020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",2,3,1,NA,1,"122",11,11.2,11.2,1,46,1,NA,69,3,NA
"2101",51620110020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",2,4,1,NA,1,"122",11,12.2,12.2,1,53,1,NA,59,3,NA
"2102",51620111020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",2,5,1,NA,1,"122",11,5.4,5.4,1,17,1,NA,NA,4,NA
"2103",51620112020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",2,6,1,NA,1,"122",11,2.1,2.1,1,9,1,NA,NA,4,NA
"2104",51620113020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",3,1,1,NA,1,"122",11,11.5,11.5,1,47,1,NA,NA,3,NA
"2105",51620114020004,39634904010690,NA,2005,"3",35,3,3,92381,"35_3_3_92381","2",3,2,1,NA,1,"122",11,15.3,15.3,1,51,1,NA,NA,3,NA
